Molecule,Variability_CV,ParameterSetId,Parameter,Typical_value_internal,Display_unit,Parameter_value_internal
Golimumab,0.3,60,Kd (FcRn),1.07,µmol/l,0.6441353238909764
Golimumab,0.3,60,Target Kd,1.8e-5,µmol/l,1.4210751093763954e-5
Golimumab,0.3,60,koff,0.005583,1/min,0.00654733417479303
Golimumab,0.3,60,kint,0.014433333333333333,1/min,0.020170288724866477
Golimumab,0.3,60,kdeg,0.0037166666666666667,1/min,0.00523278229939294
Golimumab,0.3,60,Target reference concentration,1e-6,µmol/l,9.639522086178524e-7
Golimumab,0.3,61,Kd (FcRn),1.07,µmol/l,0.6908716098211706
Golimumab,0.3,61,Target Kd,1.8e-5,µmol/l,1.6924269936752237e-5
Golimumab,0.3,61,koff,0.005583,1/min,0.003914866499345865
Golimumab,0.3,61,kint,0.014433333333333333,1/min,0.011426728073294545
Golimumab,0.3,61,kdeg,0.0037166666666666667,1/min,0.003296208818581369
Golimumab,0.3,61,Target reference concentration,1e-6,µmol/l,8.692314614336382e-7
Golimumab,0.3,62,Kd (FcRn),1.07,µmol/l,1.2092818494660762
Golimumab,0.3,62,Target Kd,1.8e-5,µmol/l,1.867231035739782e-5
Golimumab,0.3,62,koff,0.005583,1/min,0.0032855833379699276
Golimumab,0.3,62,kint,0.014433333333333333,1/min,0.011619241718880707
Golimumab,0.3,62,kdeg,0.0037166666666666667,1/min,0.0026048420641827026
Golimumab,0.3,62,Target reference concentration,1e-6,µmol/l,5.642778978397817e-7
Golimumab,0.3,63,Kd (FcRn),1.07,µmol/l,1.221748391808319
Golimumab,0.3,63,Target Kd,1.8e-5,µmol/l,1.4002052896035746e-5
Golimumab,0.3,63,koff,0.005583,1/min,0.004746969237034458
Golimumab,0.3,63,kint,0.014433333333333333,1/min,0.01836819804827719
Golimumab,0.3,63,kdeg,0.0037166666666666667,1/min,0.002882721735502435
Golimumab,0.3,63,Target reference concentration,1e-6,µmol/l,6.834081419455442e-7
Golimumab,0.3,64,Kd (FcRn),1.07,µmol/l,1.3692407313738244
Golimumab,0.3,64,Target Kd,1.8e-5,µmol/l,2.397060214233478e-5
Golimumab,0.3,64,koff,0.005583,1/min,0.007001249899661214
Golimumab,0.3,64,kint,0.014433333333333333,1/min,0.010730666618234718
Golimumab,0.3,64,kdeg,0.0037166666666666667,1/min,0.0030019286229793804
Golimumab,0.3,64,Target reference concentration,1e-6,µmol/l,1.2907263993921296e-6
Golimumab,0.3,65,Kd (FcRn),1.07,µmol/l,0.6440877968014995
Golimumab,0.3,65,Target Kd,1.8e-5,µmol/l,1.656023251609805e-5
Golimumab,0.3,65,koff,0.005583,1/min,0.008410148550065808
Golimumab,0.3,65,kint,0.014433333333333333,1/min,0.012739289047491791
Golimumab,0.3,65,kdeg,0.0037166666666666667,1/min,0.0047760066183821295
Golimumab,0.3,65,Target reference concentration,1e-6,µmol/l,1.1839655303421023e-6
Golimumab,0.3,66,Kd (FcRn),1.07,µmol/l,1.4672088459026411
Golimumab,0.3,66,Target Kd,1.8e-5,µmol/l,1.9871828702242353e-5
Golimumab,0.3,66,koff,0.005583,1/min,0.0053253270883126935
Golimumab,0.3,66,kint,0.014433333333333333,1/min,0.016609165996740997
Golimumab,0.3,66,kdeg,0.0037166666666666667,1/min,0.0037819580431086683
Golimumab,0.3,66,Target reference concentration,1e-6,µmol/l,7.250134891572892e-7
Golimumab,0.3,67,Kd (FcRn),1.07,µmol/l,1.8666476924889266
Golimumab,0.3,67,Target Kd,1.8e-5,µmol/l,1.651436138081812e-5
Golimumab,0.3,67,koff,0.005583,1/min,0.003696763726298168
Golimumab,0.3,67,kint,0.014433333333333333,1/min,0.013140872824834697
Golimumab,0.3,67,kdeg,0.0037166666666666667,1/min,0.004436923525817004
Golimumab,0.3,67,Target reference concentration,1e-6,µmol/l,7.22907810910226e-7
Golimumab,0.3,68,Kd (FcRn),1.07,µmol/l,0.9159292361441828
Golimumab,0.3,68,Target Kd,1.8e-5,µmol/l,1.4066931598174394e-5
Golimumab,0.3,68,koff,0.005583,1/min,0.004373137375789113
Golimumab,0.3,68,kint,0.014433333333333333,1/min,0.02114684219693868
Golimumab,0.3,68,kdeg,0.0037166666666666667,1/min,0.004967366626391054
Golimumab,0.3,68,Target reference concentration,1e-6,µmol/l,8.539147019262519e-7
Golimumab,0.3,69,Kd (FcRn),1.07,µmol/l,0.806592065414014
Golimumab,0.3,69,Target Kd,1.8e-5,µmol/l,1.764317307802062e-5
Golimumab,0.3,69,koff,0.005583,1/min,0.004119103669077647
Golimumab,0.3,69,kint,0.014433333333333333,1/min,0.011186198996960658
Golimumab,0.3,69,kdeg,0.0037166666666666667,1/min,0.00517167163966222
Golimumab,0.3,69,Target reference concentration,1e-6,µmol/l,4.96890441480708e-7
Golimumab,0.3,70,Kd (FcRn),1.07,µmol/l,1.0238237227052558
Golimumab,0.3,70,Target Kd,1.8e-5,µmol/l,1.6372937766813386e-5
Golimumab,0.3,70,koff,0.005583,1/min,0.002820979955327952
Golimumab,0.3,70,kint,0.014433333333333333,1/min,0.020938722903246478
Golimumab,0.3,70,kdeg,0.0037166666666666667,1/min,0.0047540748175704615
Golimumab,0.3,70,Target reference concentration,1e-6,µmol/l,1.0541556155449169e-6
Golimumab,0.3,71,Kd (FcRn),1.07,µmol/l,0.8077674925754318
Golimumab,0.3,71,Target Kd,1.8e-5,µmol/l,1.5678408680293225e-5
Golimumab,0.3,71,koff,0.005583,1/min,0.004022501869691037
Golimumab,0.3,71,kint,0.014433333333333333,1/min,0.019109564106919805
Golimumab,0.3,71,kdeg,0.0037166666666666667,1/min,0.0044632850644201515
Golimumab,0.3,71,Target reference concentration,1e-6,µmol/l,1.0526826363860774e-6
Golimumab,0.3,72,Kd (FcRn),1.07,µmol/l,0.8887765499080567
Golimumab,0.3,72,Target Kd,1.8e-5,µmol/l,2.4968995244655984e-5
Golimumab,0.3,72,koff,0.005583,1/min,0.007515932605911812
Golimumab,0.3,72,kint,0.014433333333333333,1/min,0.012760598985249238
Golimumab,0.3,72,kdeg,0.0037166666666666667,1/min,0.0029825863320367837
Golimumab,0.3,72,Target reference concentration,1e-6,µmol/l,8.874251367269061e-7
Golimumab,0.3,73,Kd (FcRn),1.07,µmol/l,0.7942359770950608
Golimumab,0.3,73,Target Kd,1.8e-5,µmol/l,2.34704617388217e-5
Golimumab,0.3,73,koff,0.005583,1/min,0.004443667257730207
Golimumab,0.3,73,kint,0.014433333333333333,1/min,0.023616103581168238
Golimumab,0.3,73,kdeg,0.0037166666666666667,1/min,0.00249167990267967
Golimumab,0.3,73,Target reference concentration,1e-6,µmol/l,1.076893515051866e-6
Golimumab,0.3,74,Kd (FcRn),1.07,µmol/l,0.7616205918497594
Golimumab,0.3,74,Target Kd,1.8e-5,µmol/l,1.3599638565120052e-5
Golimumab,0.3,74,koff,0.005583,1/min,0.0062454666620445016
Golimumab,0.3,74,kint,0.014433333333333333,1/min,0.018661593716034684
Golimumab,0.3,74,kdeg,0.0037166666666666667,1/min,0.003567196250567678
Golimumab,0.3,74,Target reference concentration,1e-6,µmol/l,1.1416729572510742e-6
Golimumab,0.3,75,Kd (FcRn),1.07,µmol/l,1.941246101757793
Golimumab,0.3,75,Target Kd,1.8e-5,µmol/l,1.2831655260667538e-5
Golimumab,0.3,75,koff,0.005583,1/min,0.003924150137899309
Golimumab,0.3,75,kint,0.014433333333333333,1/min,0.0065684071245801865
Golimumab,0.3,75,kdeg,0.0037166666666666667,1/min,0.00457511854345474
Golimumab,0.3,75,Target reference concentration,1e-6,µmol/l,1.0180033952646105e-6
Golimumab,0.3,76,Kd (FcRn),1.07,µmol/l,1.4713503858061618
Golimumab,0.3,76,Target Kd,1.8e-5,µmol/l,1.281993907227061e-5
Golimumab,0.3,76,koff,0.005583,1/min,0.007156056070855494
Golimumab,0.3,76,kint,0.014433333333333333,1/min,0.014160615454427091
Golimumab,0.3,76,kdeg,0.0037166666666666667,1/min,0.003812889144668662
Golimumab,0.3,76,Target reference concentration,1e-6,µmol/l,8.59044390084648e-7
Golimumab,0.3,77,Kd (FcRn),1.07,µmol/l,1.2073752082092735
Golimumab,0.3,77,Target Kd,1.8e-5,µmol/l,1.6823555509604304e-5
Golimumab,0.3,77,koff,0.005583,1/min,0.006051368842024032
Golimumab,0.3,77,kint,0.014433333333333333,1/min,0.009703472625436674
Golimumab,0.3,77,kdeg,0.0037166666666666667,1/min,0.003690705840071674
Golimumab,0.3,77,Target reference concentration,1e-6,µmol/l,9.83389680422169e-7
Golimumab,0.3,78,Kd (FcRn),1.07,µmol/l,1.4139987799013254
Golimumab,0.3,78,Target Kd,1.8e-5,µmol/l,3.098179260695573e-5
Golimumab,0.3,78,koff,0.005583,1/min,0.006200350608763924
Golimumab,0.3,78,kint,0.014433333333333333,1/min,0.015763670726713384
Golimumab,0.3,78,kdeg,0.0037166666666666667,1/min,0.004965338892585449
Golimumab,0.3,78,Target reference concentration,1e-6,µmol/l,8.115368377378833e-7
Golimumab,0.3,79,Kd (FcRn),1.07,µmol/l,0.8766861805557893
Golimumab,0.3,79,Target Kd,1.8e-5,µmol/l,2.207677293584394e-5
Golimumab,0.3,79,koff,0.005583,1/min,0.0047681560533876155
Golimumab,0.3,79,kint,0.014433333333333333,1/min,0.016002540721778043
Golimumab,0.3,79,kdeg,0.0037166666666666667,1/min,0.002967361858452834
Golimumab,0.3,79,Target reference concentration,1e-6,µmol/l,1.1026689370953502e-6
Golimumab,0.3,80,Kd (FcRn),1.07,µmol/l,1.5710731567079188
Golimumab,0.3,80,Target Kd,1.8e-5,µmol/l,1.5883644859140902e-5
Golimumab,0.3,80,koff,0.005583,1/min,0.005712391003901191
Golimumab,0.3,80,kint,0.014433333333333333,1/min,0.013821258598152397
Golimumab,0.3,80,kdeg,0.0037166666666666667,1/min,0.004476482112185403
Golimumab,0.3,80,Target reference concentration,1e-6,µmol/l,7.249776682620266e-7
Golimumab,0.3,81,Kd (FcRn),1.07,µmol/l,0.9285214689645864
Golimumab,0.3,81,Target Kd,1.8e-5,µmol/l,1.8256197801943332e-5
Golimumab,0.3,81,koff,0.005583,1/min,0.005830547493608434
Golimumab,0.3,81,kint,0.014433333333333333,1/min,0.013014617050322762
Golimumab,0.3,81,kdeg,0.0037166666666666667,1/min,0.0030259590446180245
Golimumab,0.3,81,Target reference concentration,1e-6,µmol/l,7.924844640540546e-7
Golimumab,0.3,82,Kd (FcRn),1.07,µmol/l,1.3707946862268663
Golimumab,0.3,82,Target Kd,1.8e-5,µmol/l,1.5780943885837086e-5
Golimumab,0.3,82,koff,0.005583,1/min,0.005614348802762436
Golimumab,0.3,82,kint,0.014433333333333333,1/min,0.013495896884112887
Golimumab,0.3,82,kdeg,0.0037166666666666667,1/min,0.002412614006415342
Golimumab,0.3,82,Target reference concentration,1e-6,µmol/l,1.3518505067624444e-6
Golimumab,0.3,83,Kd (FcRn),1.07,µmol/l,1.9160805854076977
Golimumab,0.3,83,Target Kd,1.8e-5,µmol/l,1.8840631886225357e-5
Golimumab,0.3,83,koff,0.005583,1/min,0.00563759301372282
Golimumab,0.3,83,kint,0.014433333333333333,1/min,0.012773693364876042
Golimumab,0.3,83,kdeg,0.0037166666666666667,1/min,0.003410403411755677
Golimumab,0.3,83,Target reference concentration,1e-6,µmol/l,5.295504319628192e-7
Golimumab,0.3,84,Kd (FcRn),1.07,µmol/l,0.579325885788002
Golimumab,0.3,84,Target Kd,1.8e-5,µmol/l,1.9893592327028633e-5
Golimumab,0.3,84,koff,0.005583,1/min,0.005785370799013945
Golimumab,0.3,84,kint,0.014433333333333333,1/min,0.012031426002563647
Golimumab,0.3,84,kdeg,0.0037166666666666667,1/min,0.003239889788161347
Golimumab,0.3,84,Target reference concentration,1e-6,µmol/l,6.125742368378782e-7
Golimumab,0.3,85,Kd (FcRn),1.07,µmol/l,0.7675305801771011
Golimumab,0.3,85,Target Kd,1.8e-5,µmol/l,1.6617326363636305e-5
Golimumab,0.3,85,koff,0.005583,1/min,0.00724385765484823
Golimumab,0.3,85,kint,0.014433333333333333,1/min,0.012332566672267937
Golimumab,0.3,85,kdeg,0.0037166666666666667,1/min,0.0035280010935452434
Golimumab,0.3,85,Target reference concentration,1e-6,µmol/l,8.344938254836358e-7
Golimumab,0.3,86,Kd (FcRn),1.07,µmol/l,1.1664941543728808
Golimumab,0.3,86,Target Kd,1.8e-5,µmol/l,9.23297404860011e-6
Golimumab,0.3,86,koff,0.005583,1/min,0.005831711946543823
Golimumab,0.3,86,kint,0.014433333333333333,1/min,0.014318299966239397
Golimumab,0.3,86,kdeg,0.0037166666666666667,1/min,0.003005891397210637
Golimumab,0.3,86,Target reference concentration,1e-6,µmol/l,1.7986988908083058e-6
Golimumab,0.3,87,Kd (FcRn),1.07,µmol/l,0.7202984588780832
Golimumab,0.3,87,Target Kd,1.8e-5,µmol/l,1.8802999678315294e-5
Golimumab,0.3,87,koff,0.005583,1/min,0.005759580623871913
Golimumab,0.3,87,kint,0.014433333333333333,1/min,0.008585814635836443
Golimumab,0.3,87,kdeg,0.0037166666666666667,1/min,0.004067038527327784
Golimumab,0.3,87,Target reference concentration,1e-6,µmol/l,9.405719419455474e-7
Golimumab,0.3,88,Kd (FcRn),1.07,µmol/l,1.2306996880944476
Golimumab,0.3,88,Target Kd,1.8e-5,µmol/l,2.4904665206763073e-5
Golimumab,0.3,88,koff,0.005583,1/min,0.007353174150967423
Golimumab,0.3,88,kint,0.014433333333333333,1/min,0.008787083074187888
Golimumab,0.3,88,kdeg,0.0037166666666666667,1/min,0.0047257882574123595
Golimumab,0.3,88,Target reference concentration,1e-6,µmol/l,1.1918462141276264e-6
Golimumab,0.3,89,Kd (FcRn),1.07,µmol/l,1.2708812717268716
Golimumab,0.3,89,Target Kd,1.8e-5,µmol/l,1.2544398292558401e-5
Golimumab,0.3,89,koff,0.005583,1/min,0.006533875286015254
Golimumab,0.3,89,kint,0.014433333333333333,1/min,0.00899209810852468
Golimumab,0.3,89,kdeg,0.0037166666666666667,1/min,0.002264478657748735
Golimumab,0.3,89,Target reference concentration,1e-6,µmol/l,8.440337111299827e-7
Golimumab,0.3,90,Kd (FcRn),1.07,µmol/l,0.9199058000797865
Golimumab,0.3,90,Target Kd,1.8e-5,µmol/l,1.7472408162136795e-5
Golimumab,0.3,90,koff,0.005583,1/min,0.007601803926954633
Golimumab,0.3,90,kint,0.014433333333333333,1/min,0.019378230708531344
Golimumab,0.3,90,kdeg,0.0037166666666666667,1/min,0.00352428155940538
Golimumab,0.3,90,Target reference concentration,1e-6,µmol/l,7.862799856941747e-7
Golimumab,0.3,91,Kd (FcRn),1.07,µmol/l,1.4633098926651988
Golimumab,0.3,91,Target Kd,1.8e-5,µmol/l,1.7266605949341417e-5
Golimumab,0.3,91,koff,0.005583,1/min,0.005476671604694999
Golimumab,0.3,91,kint,0.014433333333333333,1/min,0.016221657177922837
Golimumab,0.3,91,kdeg,0.0037166666666666667,1/min,0.0045326471709930295
Golimumab,0.3,91,Target reference concentration,1e-6,µmol/l,6.237077328114665e-7
Golimumab,0.3,92,Kd (FcRn),1.07,µmol/l,1.1822743334214498
Golimumab,0.3,92,Target Kd,1.8e-5,µmol/l,2.230641871384233e-5
Golimumab,0.3,92,koff,0.005583,1/min,0.004969416411841766
Golimumab,0.3,92,kint,0.014433333333333333,1/min,0.013194192264377807
Golimumab,0.3,92,kdeg,0.0037166666666666667,1/min,0.0024523350873725722
Golimumab,0.3,92,Target reference concentration,1e-6,µmol/l,1.0063493754575158e-6
Golimumab,0.3,93,Kd (FcRn),1.07,µmol/l,1.768406522834035
Golimumab,0.3,93,Target Kd,1.8e-5,µmol/l,1.7562403827504208e-5
Golimumab,0.3,93,koff,0.005583,1/min,0.0036990820556187603
Golimumab,0.3,93,kint,0.014433333333333333,1/min,0.02432203482494446
Golimumab,0.3,93,kdeg,0.0037166666666666667,1/min,0.0027751232663700584
Golimumab,0.3,93,Target reference concentration,1e-6,µmol/l,8.257910685639574e-7
Golimumab,0.3,94,Kd (FcRn),1.07,µmol/l,0.8839614282249021
Golimumab,0.3,94,Target Kd,1.8e-5,µmol/l,2.1086342951329537e-5
Golimumab,0.3,94,koff,0.005583,1/min,0.004310592665327351
Golimumab,0.3,94,kint,0.014433333333333333,1/min,0.007788315108682225
Golimumab,0.3,94,kdeg,0.0037166666666666667,1/min,0.0036803103409079985
Golimumab,0.3,94,Target reference concentration,1e-6,µmol/l,6.569081477185169e-7
Golimumab,0.3,95,Kd (FcRn),1.07,µmol/l,1.3820165515502367
Golimumab,0.3,95,Target Kd,1.8e-5,µmol/l,2.2592861501758603e-5
Golimumab,0.3,95,koff,0.005583,1/min,0.0032485628315734897
Golimumab,0.3,95,kint,0.014433333333333333,1/min,0.012283596507861485
Golimumab,0.3,95,kdeg,0.0037166666666666667,1/min,0.0024365228990897137
Golimumab,0.3,95,Target reference concentration,1e-6,µmol/l,1.0498002863530733e-6
Golimumab,0.3,96,Kd (FcRn),1.07,µmol/l,0.8216222024844426
Golimumab,0.3,96,Target Kd,1.8e-5,µmol/l,1.3211476783316969e-5
Golimumab,0.3,96,koff,0.005583,1/min,0.0026282346712059204
Golimumab,0.3,96,kint,0.014433333333333333,1/min,0.013442834726551365
Golimumab,0.3,96,kdeg,0.0037166666666666667,1/min,0.002457238207924641
Golimumab,0.3,96,Target reference concentration,1e-6,µmol/l,1.1603998701714463e-6
Golimumab,0.3,97,Kd (FcRn),1.07,µmol/l,1.3775202703929805
Golimumab,0.3,97,Target Kd,1.8e-5,µmol/l,2.6755051683393554e-5
Golimumab,0.3,97,koff,0.005583,1/min,0.008497032917289989
Golimumab,0.3,97,kint,0.014433333333333333,1/min,0.013096490672987801
Golimumab,0.3,97,kdeg,0.0037166666666666667,1/min,0.0035261604421595576
Golimumab,0.3,97,Target reference concentration,1e-6,µmol/l,9.329541709035071e-7
Golimumab,0.3,98,Kd (FcRn),1.07,µmol/l,0.716943862113611
Golimumab,0.3,98,Target Kd,1.8e-5,µmol/l,2.1423585722813002e-5
Golimumab,0.3,98,koff,0.005583,1/min,0.006135780962023251
Golimumab,0.3,98,kint,0.014433333333333333,1/min,0.01457669819322774
Golimumab,0.3,98,kdeg,0.0037166666666666667,1/min,0.0043373022481352835
Golimumab,0.3,98,Target reference concentration,1e-6,µmol/l,1.7742269637574022e-6
Golimumab,0.3,99,Kd (FcRn),1.07,µmol/l,0.9023809681494062
Golimumab,0.3,99,Target Kd,1.8e-5,µmol/l,2.302879429656572e-5
Golimumab,0.3,99,koff,0.005583,1/min,0.004950226441890746
Golimumab,0.3,99,kint,0.014433333333333333,1/min,0.00817072375072202
Golimumab,0.3,99,kdeg,0.0037166666666666667,1/min,0.0024306928387742657
Golimumab,0.3,99,Target reference concentration,1e-6,µmol/l,8.835975786561812e-7
Golimumab,0.3,100,Kd (FcRn),1.07,µmol/l,1.0066767979110482
Golimumab,0.3,100,Target Kd,1.8e-5,µmol/l,1.716913481212591e-5
Golimumab,0.3,100,koff,0.005583,1/min,0.003994234207627834
Golimumab,0.3,100,kint,0.014433333333333333,1/min,0.014853432565579862
Golimumab,0.3,100,kdeg,0.0037166666666666667,1/min,0.005298335068662938
Golimumab,0.3,100,Target reference concentration,1e-6,µmol/l,1.098606887384951e-6
Golimumab,0.5,1,Kd (FcRn),1.07,µmol/l,1.5005540957678047
Golimumab,0.5,1,Target Kd,1.8e-5,µmol/l,1.795845066640226e-5
Golimumab,0.5,1,koff,0.005583,1/min,0.005175876720546952
Golimumab,0.5,1,kint,0.014433333333333333,1/min,0.006773150847671397
Golimumab,0.5,1,kdeg,0.0037166666666666667,1/min,0.003528084500621256
Golimumab,0.5,1,Target reference concentration,1e-6,µmol/l,1.3904819639970782e-6
Golimumab,0.5,2,Kd (FcRn),1.07,µmol/l,1.2680808955585257
Golimumab,0.5,2,Target Kd,1.8e-5,µmol/l,1.0250093212001067e-5
Golimumab,0.5,2,koff,0.005583,1/min,0.003972828880650298
Golimumab,0.5,2,kint,0.014433333333333333,1/min,0.016899422619428606
Golimumab,0.5,2,kdeg,0.0037166666666666667,1/min,0.004937228363557152
Golimumab,0.5,2,Target reference concentration,1e-6,µmol/l,9.342876376228426e-7
Golimumab,0.5,3,Kd (FcRn),1.07,µmol/l,1.4820093997206312
Golimumab,0.5,3,Target Kd,1.8e-5,µmol/l,2.5244776516730864e-5
Golimumab,0.5,3,koff,0.005583,1/min,0.007687561953586877
Golimumab,0.5,3,kint,0.014433333333333333,1/min,0.0126773353297788
Golimumab,0.5,3,kdeg,0.0037166666666666667,1/min,0.0024018212441145586
Golimumab,0.5,3,Target reference concentration,1e-6,µmol/l,5.869544897358059e-7
Golimumab,0.5,4,Kd (FcRn),1.07,µmol/l,1.442548801960677
Golimumab,0.5,4,Target Kd,1.8e-5,µmol/l,1.5377150106138347e-5
Golimumab,0.5,4,koff,0.005583,1/min,0.010371792131800693
Golimumab,0.5,4,kint,0.014433333333333333,1/min,0.012625584298697635
Golimumab,0.5,4,kdeg,0.0037166666666666667,1/min,0.0033006244255303313
Golimumab,0.5,4,Target reference concentration,1e-6,µmol/l,1.764618297887212e-6
Golimumab,0.5,5,Kd (FcRn),1.07,µmol/l,0.5309905476405209
Golimumab,0.5,5,Target Kd,1.8e-5,µmol/l,2.317411383762556e-5
Golimumab,0.5,5,koff,0.005583,1/min,0.01111355303166608
Golimumab,0.5,5,kint,0.014433333333333333,1/min,0.00964589427812184
Golimumab,0.5,5,kdeg,0.0037166666666666667,1/min,0.007584723844124207
Golimumab,0.5,5,Target reference concentration,1e-6,µmol/l,5.873745733359915e-7
Golimumab,0.5,6,Kd (FcRn),1.07,µmol/l,0.44580885505565665
Golimumab,0.5,6,Target Kd,1.8e-5,µmol/l,9.7975040164734e-6
Golimumab,0.5,6,koff,0.005583,1/min,0.006741526965234236
Golimumab,0.5,6,kint,0.014433333333333333,1/min,0.018997496583590283
Golimumab,0.5,6,kdeg,0.0037166666666666667,1/min,0.005520233152016378
Golimumab,0.5,6,Target reference concentration,1e-6,µmol/l,1.057145546883098e-6
Golimumab,0.5,7,Kd (FcRn),1.07,µmol/l,0.5627543980136166
Golimumab,0.5,7,Target Kd,1.8e-5,µmol/l,1.5189815633121694e-5
Golimumab,0.5,7,koff,0.005583,1/min,0.005695797613320435
Golimumab,0.5,7,kint,0.014433333333333333,1/min,0.0047605626451536764
Golimumab,0.5,7,kdeg,0.0037166666666666667,1/min,0.002979427254152955
Golimumab,0.5,7,Target reference concentration,1e-6,µmol/l,1.0576334050329212e-6
Golimumab,0.5,8,Kd (FcRn),1.07,µmol/l,0.8121283872943804
Golimumab,0.5,8,Target Kd,1.8e-5,µmol/l,1.308430446956131e-5
Golimumab,0.5,8,koff,0.005583,1/min,0.003658771590910446
Golimumab,0.5,8,kint,0.014433333333333333,1/min,0.01784518326962258
Golimumab,0.5,8,kdeg,0.0037166666666666667,1/min,0.0031250746931978488
Golimumab,0.5,8,Target reference concentration,1e-6,µmol/l,3.0516901303628344e-7
Golimumab,0.5,9,Kd (FcRn),1.07,µmol/l,0.7125031158582279
Golimumab,0.5,9,Target Kd,1.8e-5,µmol/l,2.594553507276618e-5
Golimumab,0.5,9,koff,0.005583,1/min,0.005137018035245196
Golimumab,0.5,9,kint,0.014433333333333333,1/min,0.027860743999278674
Golimumab,0.5,9,kdeg,0.0037166666666666667,1/min,0.0023461869969472683
Golimumab,0.5,9,Target reference concentration,1e-6,µmol/l,4.017824959833714e-7
Golimumab,0.5,10,Kd (FcRn),1.07,µmol/l,0.6495231188532267
Golimumab,0.5,10,Target Kd,1.8e-5,µmol/l,2.712915368183957e-5
Golimumab,0.5,10,koff,0.005583,1/min,0.0019701626499972454
Golimumab,0.5,10,kint,0.014433333333333333,1/min,0.018884536479686503
Golimumab,0.5,10,kdeg,0.0037166666666666667,1/min,0.002622593517692266
Golimumab,0.5,10,Target reference concentration,1e-6,µmol/l,5.128784929533756e-7
Golimumab,0.5,11,Kd (FcRn),1.07,µmol/l,0.8729547400465231
Golimumab,0.5,11,Target Kd,1.8e-5,µmol/l,1.165958418196388e-5
Golimumab,0.5,11,koff,0.005583,1/min,0.00347825063576444
Golimumab,0.5,11,kint,0.014433333333333333,1/min,0.011413973483701371
Golimumab,0.5,11,kdeg,0.0037166666666666667,1/min,0.0032077099522319873
Golimumab,0.5,11,Target reference concentration,1e-6,µmol/l,1.0586361853234611e-6
Golimumab,0.5,12,Kd (FcRn),1.07,µmol/l,0.8226432552747751
Golimumab,0.5,12,Target Kd,1.8e-5,µmol/l,2.8868067098713913e-5
Golimumab,0.5,12,koff,0.005583,1/min,0.008127444995551363
Golimumab,0.5,12,kint,0.014433333333333333,1/min,0.02651802808942696
Golimumab,0.5,12,kdeg,0.0037166666666666667,1/min,0.002729399247107092
Golimumab,0.5,12,Target reference concentration,1e-6,µmol/l,6.424703386178598e-7
Golimumab,0.5,13,Kd (FcRn),1.07,µmol/l,0.8172493984737875
Golimumab,0.5,13,Target Kd,1.8e-5,µmol/l,2.055759919753988e-5
Golimumab,0.5,13,koff,0.005583,1/min,0.004629052325448883
Golimumab,0.5,13,kint,0.014433333333333333,1/min,0.025316456156308214
Golimumab,0.5,13,kdeg,0.0037166666666666667,1/min,0.004006057929269178
Golimumab,0.5,13,Target reference concentration,1e-6,µmol/l,6.307698780197446e-7
Golimumab,0.5,14,Kd (FcRn),1.07,µmol/l,1.7559338944501401
Golimumab,0.5,14,Target Kd,1.8e-5,µmol/l,1.880884591237594e-5
Golimumab,0.5,14,koff,0.005583,1/min,0.014600350062019665
Golimumab,0.5,14,kint,0.014433333333333333,1/min,0.021392158312880234
Golimumab,0.5,14,kdeg,0.0037166666666666667,1/min,0.004853795669513564
Golimumab,0.5,14,Target reference concentration,1e-6,µmol/l,7.598613929509207e-7
Golimumab,0.5,15,Kd (FcRn),1.07,µmol/l,0.4889217325522847
Golimumab,0.5,15,Target Kd,1.8e-5,µmol/l,1.88473631847713e-5
Golimumab,0.5,15,koff,0.005583,1/min,0.0038405651150560543
Golimumab,0.5,15,kint,0.014433333333333333,1/min,0.012599835582048347
Golimumab,0.5,15,kdeg,0.0037166666666666667,1/min,0.002586131306007623
Golimumab,0.5,15,Target reference concentration,1e-6,µmol/l,1.5831407729428364e-6
Golimumab,0.5,16,Kd (FcRn),1.07,µmol/l,1.3609046296539669
Golimumab,0.5,16,Target Kd,1.8e-5,µmol/l,2.0533524304112534e-5
Golimumab,0.5,16,koff,0.005583,1/min,0.0043924610224646
Golimumab,0.5,16,kint,0.014433333333333333,1/min,0.00576783547464888
Golimumab,0.5,16,kdeg,0.0037166666666666667,1/min,0.002574331167065166
Golimumab,0.5,16,Target reference concentration,1e-6,µmol/l,1.064522143580857e-6
Golimumab,0.5,17,Kd (FcRn),1.07,µmol/l,0.5447974147047581
Golimumab,0.5,17,Target Kd,1.8e-5,µmol/l,3.0120721898709077e-5
Golimumab,0.5,17,koff,0.005583,1/min,0.0037667010191433916
Golimumab,0.5,17,kint,0.014433333333333333,1/min,0.01943544041353269
Golimumab,0.5,17,kdeg,0.0037166666666666667,1/min,0.005457079931407657
Golimumab,0.5,17,Target reference concentration,1e-6,µmol/l,1.751231504198609e-6
Golimumab,0.5,18,Kd (FcRn),1.07,µmol/l,1.0018877523280971
Golimumab,0.5,18,Target Kd,1.8e-5,µmol/l,6.258483773781917e-6
Golimumab,0.5,18,koff,0.005583,1/min,0.003809776507054972
Golimumab,0.5,18,kint,0.014433333333333333,1/min,0.015898525909195476
Golimumab,0.5,18,kdeg,0.0037166666666666667,1/min,0.003726424785470373
Golimumab,0.5,18,Target reference concentration,1e-6,µmol/l,6.824032223846582e-7
Golimumab,0.5,19,Kd (FcRn),1.07,µmol/l,0.35475426408411587
