#Project: Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PK-Sim version: 12.2.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndividualId,Gender,Population,Population Name,Organism|Weight [kg],Organism|Ontogeny factor (alpha1-acid glycoprotein) table,Organism|Ontogeny factor (albumin) table,Organism|Hematocrit,Organism|Ontogeny factor (albumin),Organism|Ontogeny factor (alpha1-acid glycoprotein),Organism|VenousBlood|Volume [l],Organism|ArterialBlood|Volume [l],Organism|Bone|Specific blood flow rate [l/min/kg organ],Organism|Bone|Volume [l],Organism|Brain|Volume [l],Organism|Brain|Specific blood flow rate [l/min/kg organ],Organism|Fat|Volume [l],Organism|Fat|Vf (lipid),Organism|Fat|Vf (neutral lipid)-PT,Organism|Fat|Vf (phospholipid)-PT,Organism|Fat|Fraction interstitial,Organism|Fat|Vf (water),Organism|Fat|Vf (water)-PT,Organism|Fat|Vf (neutral lipid)-RR,Organism|Fat|Vf (neutral lipid)-WS,Organism|Fat|Vf (neutral phospholipid)-RR,"Organism|Fat|Vf (neutral phospholipid, plasma)-WS",Organism|Fat|Vf (extracellular water)-RR,Organism|Fat|Vf (intracellular water)-RR,Organism|Fat|Vf (water)-WS,Organism|Fat|Specific blood flow rate [l/min/kg organ],Organism|Gonads|Volume [l],Organism|Gonads|Specific blood flow rate [l/min/kg organ],Organism|Heart|Volume [l],Organism|Heart|Specific blood flow rate [l/min/kg organ],Organism|Kidney|Volume [l],Organism|Kidney|GFR (specific) [l/min/kg organ],Organism|Kidney|Specific blood flow rate [l/min/kg organ],Organism|Lumen|Effective surface area variability factor,Organism|Lumen|Stomach|Distal radius [dm],Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor,Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor,Organism|Lumen|Stomach|Length [dm],Organism|Lumen|Stomach|Proximal radius [dm],Organism|Lumen|Stomach|Gastric emptying time [min],Organism|Lumen|Duodenum|Effective surface area enhancement factor,Organism|Lumen|UpperJejunum|Effective surface area enhancement factor,Organism|Lumen|LowerJejunum|Effective surface area enhancement factor,Organism|Lumen|UpperIleum|Effective surface area enhancement factor,Organism|Lumen|LowerIleum|Effective surface area enhancement factor,Organism|Lumen|Caecum|Effective surface area enhancement factor,Organism|Lumen|ColonAscendens|Effective surface area enhancement factor,Organism|Lumen|ColonTransversum|Effective surface area enhancement factor,Organism|Lumen|ColonDescendens|Effective surface area enhancement factor,Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor,Organism|Lumen|Rectum|Effective surface area enhancement factor,Organism|Stomach|Volume [l],Organism|Stomach|Specific blood flow rate [l/min/kg organ],Organism|SmallIntestine|Small intestinal transit time [min],Organism|SmallIntestine|Volume [l],Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ],Organism|LargeIntestine|Large intestinal transit time [min],Organism|LargeIntestine|Volume [l],Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ],Organism|Liver|Volume [l],Organism|Liver|Specific blood flow rate [l/min/kg organ],Organism|Lung|Volume [l],Organism|Lung|Fraction vascular,Organism|Muscle|Volume [l],Organism|Muscle|Vf (lipid),Organism|Muscle|Vf (neutral lipid)-PT,Organism|Muscle|Vf (phospholipid)-PT,Organism|Muscle|Vf (protein),Organism|Muscle|Vf (water),Organism|Muscle|Vf (water)-PT,Organism|Muscle|Fraction interstitial,Organism|Muscle|Vf (neutral lipid)-RR,Organism|Muscle|Vf (neutral lipid)-WS,Organism|Muscle|Vf (neutral phospholipid)-RR,"Organism|Muscle|Vf (neutral phospholipid, plasma)-WS",Organism|Muscle|Vf (extracellular water)-RR,Organism|Muscle|Vf (protein)-WS,Organism|Muscle|Vf (intracellular water)-RR,Organism|Muscle|Vf (water)-WS,Organism|Muscle|Specific blood flow rate [l/min/kg organ],Organism|Pancreas|Volume [l],Organism|Pancreas|Specific blood flow rate [l/min/kg organ],Organism|PortalVein|Volume [l],Organism|Skin|Volume [l],Organism|Skin|Specific blood flow rate [l/min/kg organ],Organism|Spleen|Volume [l],Organism|Spleen|Specific blood flow rate [l/min/kg organ]
22,UNKNOWN,Dog,Dog,13.4375294,1,1,0.43,1,1,0.401659996,0.174634781,0.01113499,1.923099387,0.079466917,1.800584363,2.384007504,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004934031,0.14,0.068341548,0.625222961,0.154165819,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.03814412,0.258704648,151,0.161836205,1.042073171,2898,0.078155045,1.0625,0.338529065,0.131174189,0.135093759,0.626,6.754687928,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.02860809,0.57489924,0.098680613,0.578519155,0.031215133,0.034965443,0.376297666
23,UNKNOWN,Dog,Dog,11.19331703,1,1,0.43,1,1,0.334578444,0.145468889,0.01113499,1.601921043,0.066195085,1.800584363,1.985852533,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004109994,0.14,0.056927773,0.625222961,0.128418464,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.031773641,0.258704648,151,0.134807813,1.042073171,2898,0.065102309,1.0625,0.28199106,0.131174189,0.112531644,0.626,5.626582177,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.02383023,0.57489924,0.082199886,0.481900215,0.031215133,0.029125837,0.376297666
24,UNKNOWN,Dog,Dog,11.64234841,1,1,0.43,1,1,0.348000401,0.151304522,0.01113499,1.666183747,0.068850568,1.800584363,2.065517041,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004274871,0.14,0.059211488,0.625222961,0.133570102,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.033048273,0.258704648,151,0.140215766,1.042073171,2898,0.067713955,1.0625,0.29330342,0.131174189,0.117045966,0.626,5.852298284,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.024786204,0.57489924,0.085497418,0.501232136,0.031215133,0.03029425,0.376297666
25,UNKNOWN,Dog,Dog,9.403158113,1,1,0.43,1,1,0.281068963,0.122203897,0.01113499,1.345724132,0.055608435,1.800584363,1.668253057,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003452679,0.14,0.047823254,0.625222961,0.107880364,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.026692049,0.258704648,151,0.113247858,1.042073171,2898,0.054690429,1.0625,0.236891934,0.131174189,0.09453434,0.626,4.726716994,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.020019037,0.57489924,0.069053572,0.404829409,0.031215133,0.024467711,0.376297666
26,UNKNOWN,Dog,Dog,12.16572791,1,1,0.43,1,1,0.363644691,0.158106387,0.01113499,1.741086711,0.071945732,1.800584363,2.158371956,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004467047,0.14,0.061873329,0.625222961,0.13957472,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.034533952,0.258704648,151,0.146519138,1.042073171,2898,0.070758023,1.0625,0.306488818,0.131174189,0.122307744,0.626,6.115387209,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.025900463,0.57489924,0.089340938,0.523764928,0.031215133,0.031656122,0.376297666
27,UNKNOWN,Dog,Dog,9.176821735,1,1,0.43,1,1,0.274303562,0.119262418,0.01113499,1.313332215,0.054269926,1.800584363,1.628097786,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003369572,0.14,0.046672136,0.625222961,0.105283657,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.026049565,0.258704648,151,0.110521953,1.042073171,2898,0.053374017,1.0625,0.231189886,0.131174189,0.092258875,0.626,4.612943728,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019537173,0.57489924,0.067391435,0.395085063,0.031215133,0.023878767,0.376297666
28,UNKNOWN,Dog,Dog,12.51998526,1,1,0.43,1,1,0.374233766,0.162710333,0.01113499,1.791785919,0.074040741,1.800584363,2.221222213,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004597124,0.14,0.063675037,0.625222961,0.143639037,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.035539556,0.258704648,151,0.150785672,1.042073171,2898,0.072818446,1.0625,0.315413554,0.131174189,0.125869259,0.626,6.293462936,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.026654666,0.57489924,0.091942483,0.539016591,0.031215133,0.032577926,0.376297666
29,UNKNOWN,Dog,Dog,9.142781292,1,1,0.43,1,1,0.273286062,0.118820027,0.01113499,1.308460549,0.054068618,1.800584363,1.622058531,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003357073,0.14,0.046499011,0.625222961,0.104893118,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.025952937,0.258704648,151,0.110111984,1.042073171,2898,0.053176031,1.0625,0.230332311,0.131174189,0.09191665,0.626,4.595832505,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019464702,0.57489924,0.067141454,0.393619537,0.031215133,0.023790192,0.376297666
30,UNKNOWN,Dog,Dog,11.09273122,1,1,0.43,1,1,0.331571842,0.144161671,0.01113499,1.587525799,0.06560024,1.800584363,1.968007189,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004073061,0.14,0.056416206,0.625222961,0.127264465,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.031488115,0.258704648,151,0.133596397,1.042073171,2898,0.064517285,1.0625,0.279457021,0.131174189,0.111520407,0.626,5.576020369,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.023616086,0.57489924,0.081461218,0.477569745,0.031215133,0.028864105,0.376297666
31,UNKNOWN,Dog,Dog,9.256120905,1,1,0.43,1,1,0.276673887,0.120292994,0.01113499,1.324681041,0.054738886,1.800584363,1.642166579,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003398689,0.14,0.047075442,0.625222961,0.106193439,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.026274666,0.258704648,151,0.111477001,1.042073171,2898,0.053835235,1.0625,0.233187654,0.131174189,0.093056106,0.626,4.652805308,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019705999,0.57489924,0.067973781,0.39849909,0.031215133,0.02408511,0.376297666
32,UNKNOWN,Dog,Dog,10.50052565,1,1,0.43,1,1,0.313870278,0.136465338,0.01113499,1.502772855,0.062098052,1.800584363,1.862941556,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003855613,0.14,0.053404325,0.625222961,0.120470221,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.029807065,0.258704648,151,0.126464111,1.042073171,2898,0.061072912,1.0625,0.264537701,0.131174189,0.105566688,0.626,5.278334408,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.022355298,0.57489924,0.077112263,0.452073818,0.031215133,0.027323143,0.376297666
33,UNKNOWN,Dog,Dog,9.592935754,1,1,0.43,1,1,0.286741589,0.124670256,0.01113499,1.372883981,0.056730743,1.800584363,1.70192229,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003522362,0.14,0.048788439,0.625222961,0.110057642,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.027230757,0.258704648,151,0.115533463,1.042073171,2898,0.055794209,1.0625,0.241672965,0.131174189,0.096442263,0.626,4.822113156,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.020423067,0.57489924,0.070447234,0.412999809,0.031215133,0.024961527,0.376297666
34,UNKNOWN,Dog,Dog,10.23913747,1,1,0.43,1,1,0.306057147,0.133068325,0.01113499,1.465364533,0.060552254,1.800584363,1.816567602,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003759636,0.14,0.052074938,0.625222961,0.117471372,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.029065082,0.258704648,151,0.123316057,1.042073171,2898,0.059552633,1.0625,0.257952599,0.131174189,0.102938831,0.626,5.146941539,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.021798811,0.57489924,0.075192718,0.440820405,0.031215133,0.026642991,0.376297666
35,UNKNOWN,Dog,Dog,10.56832587,1,1,0.43,1,1,0.315896888,0.137346473,0.01113499,1.51247602,0.062499009,1.800584363,1.874970272,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003880508,0.14,0.053749148,0.625222961,0.121248078,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.029999525,0.258704648,151,0.12728067,1.042073171,2898,0.06146725,1.0625,0.266245779,0.131174189,0.106248315,0.626,5.312415772,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.022499643,0.57489924,0.077610165,0.454992786,0.031215133,0.027499564,0.376297666
36,UNKNOWN,Dog,Dog,12.5951911,1,1,0.43,1,1,0.376481737,0.163687712,0.01113499,1.802548932,0.074485493,1.800584363,2.234564791,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004624738,0.14,0.064057524,0.625222961,0.144501857,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.035753037,0.258704648,151,0.15169142,1.042073171,2898,0.073255857,1.0625,0.3173082,0.131174189,0.126625338,0.626,6.331266908,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.026814777,0.57489924,0.092494769,0.54225439,0.031215133,0.032773617,0.376297666
37,UNKNOWN,Dog,Dog,11.99119296,1,1,0.43,1,1,0.358427682,0.155838123,0.01113499,1.716108306,0.070913567,1.800584363,2.127406991,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004402961,0.14,0.060985667,0.625222961,0.137572319,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.034038512,0.258704648,151,0.14441711,1.042073171,2898,0.069742897,1.0625,0.302091793,0.131174189,0.120553063,0.626,6.02765314,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.025528884,0.57489924,0.088059213,0.516250763,0.031215133,0.031201969,0.376297666
38,UNKNOWN,Dog,Dog,12.55382624,1,1,0.43,1,1,0.375245304,0.163150132,0.01113499,1.79662904,0.07424087,1.800584363,2.227226082,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.00460955,0.14,0.063847148,0.625222961,0.144027287,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.035635618,0.258704648,151,0.151193239,1.042073171,2898,0.073015271,1.0625,0.316266104,0.131174189,0.126209478,0.626,6.310473898,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.026726713,0.57489924,0.092190999,0.54047353,0.031215133,0.032665982,0.376297666
39,UNKNOWN,Dog,Dog,13.60588237,1,1,0.43,1,1,0.40669222,0.176822704,0.01113499,1.947193064,0.080462524,1.800584363,2.413875699,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004995847,0.14,0.06919777,0.625222961,0.156097295,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.038622012,0.258704648,151,0.16386378,1.042073171,2898,0.079134216,1.0625,0.342770349,0.131174189,0.13678629,0.626,6.839314479,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.028966508,0.57489924,0.099916939,0.58576717,0.031215133,0.03540351,0.376297666
40,UNKNOWN,Dog,Dog,12.60164428,1,1,0.43,1,1,0.376674628,0.163771578,0.01113499,1.803472473,0.074523656,1.800584363,2.235709678,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004627108,0.14,0.064090344,0.625222961,0.144575893,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.035771355,0.258704648,151,0.15176914,1.042073171,2898,0.07329339,1.0625,0.317470774,0.131174189,0.126690215,0.626,6.334510753,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.026828516,0.57489924,0.092542159,0.542532215,0.031215133,0.032790408,0.376297666
41,UNKNOWN,Dog,Dog,13.66846722,1,1,0.43,1,1,0.408562938,0.17763606,0.01113499,1.956149836,0.080832638,1.800584363,2.424979135,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.005018827,0.14,0.069516068,0.625222961,0.156815318,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.038799667,0.258704648,151,0.164617527,1.042073171,2898,0.07949822,1.0625,0.344347037,0.131174189,0.137415484,0.626,6.870774215,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.029099749,0.57489924,0.100376541,0.588461604,0.031215133,0.03556636,0.376297666
42,UNKNOWN,Dog,Dog,10.48536534,1,1,0.43,1,1,0.313417123,0.136268314,0.01113499,1.500603203,0.062008397,1.800584363,1.860251904,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003850047,0.14,0.053327221,0.625222961,0.12029629,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.029764031,0.258704648,151,0.126281527,1.042073171,2898,0.060984737,1.0625,0.26415577,0.131174189,0.105414275,0.626,5.270713728,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.022323023,0.57489924,0.077000931,0.451421129,0.031215133,0.027283694,0.376297666
43,UNKNOWN,Dog,Dog,11.11636032,1,1,0.43,1,1,0.332278138,0.144468756,0.01113499,1.590907456,0.065739978,1.800584363,1.972199325,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004081737,0.14,0.056536381,0.625222961,0.127535557,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.031555189,0.258704648,151,0.133880977,1.042073171,2898,0.064654716,1.0625,0.280052304,0.131174189,0.111757962,0.626,5.587898089,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.023666392,0.57489924,0.081634742,0.478587037,0.031215133,0.02892559,0.376297666
44,UNKNOWN,Dog,Dog,9.687338463,1,1,0.43,1,1,0.289563372,0.125897118,0.01113499,1.386394336,0.057289022,1.800584363,1.718670664,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003557025,0.14,0.049268559,0.625222961,0.111140703,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.027498731,0.258704648,151,0.116670412,1.042073171,2898,0.056343272,1.0625,0.244051234,0.131174189,0.097391338,0.626,4.869566882,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.020624048,0.57489924,0.071140495,0.417064081,0.031215133,0.02520717,0.376297666
45,UNKNOWN,Dog,Dog,9.317769433,1,1,0.43,1,1,0.278516617,0.121094181,0.01113499,1.333503812,0.055103463,1.800584363,1.653103899,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.003421325,0.14,0.047388978,0.625222961,0.106900719,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.026449663,0.258704648,151,0.112219471,1.042073171,2898,0.054193793,1.0625,0.234740754,0.131174189,0.093675888,0.626,4.683794379,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.019837247,0.57489924,0.068426507,0.401153213,0.031215133,0.024245524,0.376297666
46,UNKNOWN,Dog,Dog,13.79469515,1,1,0.43,1,1,0.412336006,0.179276524,0.01113499,1.974214826,0.081579125,1.800584363,2.447373751,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.005065176,0.14,0.070158047,0.625222961,0.158263503,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.03915798,0.258704648,151,0.166137765,1.042073171,2898,0.080232384,1.0625,0.347527073,0.131174189,0.138684513,0.626,6.934225628,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.029368485,0.57489924,0.101303515,0.593896031,0.031215133,0.035894815,0.376297666
47,UNKNOWN,Dog,Dog,11.80679893,1,1,0.43,1,1,0.352915977,0.153441729,0.01113499,1.689718929,0.069823096,1.800584363,2.094692886,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.004335254,0.14,0.060047863,0.625222961,0.135456807,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.033515086,0.258704648,151,0.142196342,1.042073171,2898,0.068670429,1.0625,0.29744639,0.131174189,0.118699264,0.626,5.934963178,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.025136314,0.57489924,0.086705087,0.508312141,0.031215133,0.030722162,0.376297666
48,UNKNOWN,Dog,Dog,13.91878025,1,1,0.43,1,1,0.416045022,0.18088914,0.01113499,1.991973149,0.08231294,1.800584363,2.469388201,0.8,0.853,0.002,0.135,0.15,0.15,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.020696372,0.005110738,0.14,0.070789128,0.625222961,0.159687104,0.254,1.088159766,1,0.4,1,1,2,0.4,50,312.5217,423.3512,361.7149,254.6473,215.9858,1.6301,1.7001,1.7,1.7,1.7,1.7,0.039510212,0.258704648,151,0.167632196,1.042073171,2898,0.080954085,1.0625,0.350653124,0.131174189,0.139931998,0.626,6.996599904,0.013,0.01,0.0087,0.177,0.811,0.811,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.024835646,0.029632658,0.57489924,0.102214754,0.599238204,0.031215133,0.036217693,0.376297666
