#Project: Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PK-Sim version: 12.2.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndividualId,Gender,Population,Population Name,Organism|Weight [kg],Organism|Ontogeny factor (alpha1-acid glycoprotein) table,Organism|Ontogeny factor (albumin) table,Organism|Hematocrit,Organism|Ontogeny factor (albumin),Organism|Ontogeny factor (alpha1-acid glycoprotein),Organism|VenousBlood|Volume [l],Organism|ArterialBlood|Volume [l],Organism|Bone|Specific blood flow rate [l/min/kg organ],Organism|Bone|Volume [l],Organism|Brain|Volume [l],Organism|Brain|Specific blood flow rate [l/min/kg organ],Organism|Fat|Volume [l],Organism|Fat|Vf (lipid),Organism|Fat|Vf (neutral lipid)-PT,Organism|Fat|Vf (phospholipid)-PT,Organism|Fat|Fraction interstitial,Organism|Fat|Vf (water),Organism|Fat|Vf (water)-PT,Organism|Fat|Vf (neutral lipid)-RR,Organism|Fat|Vf (neutral lipid)-WS,Organism|Fat|Vf (neutral phospholipid)-RR,"Organism|Fat|Vf (neutral phospholipid, plasma)-WS",Organism|Fat|Vf (extracellular water)-RR,Organism|Fat|Vf (intracellular water)-RR,Organism|Fat|Vf (water)-WS,Organism|Fat|Specific blood flow rate [l/min/kg organ],Organism|Gonads|Volume [l],Organism|Gonads|Specific blood flow rate [l/min/kg organ],Organism|Heart|Volume [l],Organism|Heart|Specific blood flow rate [l/min/kg organ],Organism|Kidney|Volume [l],Organism|Kidney|GFR (specific) [l/min/kg organ],Organism|Kidney|Specific blood flow rate [l/min/kg organ],Organism|Lumen|Effective surface area variability factor,Organism|Lumen|Stomach|Distal radius [dm],Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor,Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor,Organism|Lumen|Stomach|Length [dm],Organism|Lumen|Stomach|Proximal radius [dm],Organism|Lumen|Stomach|Gastric emptying time [min],Organism|Lumen|Duodenum|Effective surface area enhancement factor,Organism|Lumen|UpperJejunum|Effective surface area enhancement factor,Organism|Lumen|LowerJejunum|Effective surface area enhancement factor,Organism|Lumen|UpperIleum|Effective surface area enhancement factor,Organism|Lumen|LowerIleum|Effective surface area enhancement factor,Organism|Lumen|Caecum|Effective surface area enhancement factor,Organism|Lumen|ColonAscendens|Effective surface area enhancement factor,Organism|Lumen|ColonTransversum|Effective surface area enhancement factor,Organism|Lumen|ColonDescendens|Effective surface area enhancement factor,Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor,Organism|Lumen|Rectum|Effective surface area enhancement factor,Organism|Stomach|Volume [l],Organism|Stomach|Specific blood flow rate [l/min/kg organ],Organism|SmallIntestine|Small intestinal transit time [min],Organism|SmallIntestine|Volume [l],Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ],Organism|LargeIntestine|Large intestinal transit time [min],Organism|LargeIntestine|Volume [l],Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ],Organism|Liver|Volume [l],Organism|Liver|Specific blood flow rate [l/min/kg organ],Organism|Lung|Volume [l],Organism|Lung|Fraction vascular,Organism|Muscle|Volume [l],Organism|Muscle|Vf (lipid),Organism|Muscle|Vf (neutral lipid)-PT,Organism|Muscle|Vf (phospholipid)-PT,Organism|Muscle|Vf (protein),Organism|Muscle|Vf (water),Organism|Muscle|Vf (water)-PT,Organism|Muscle|Fraction interstitial,Organism|Muscle|Vf (neutral lipid)-RR,Organism|Muscle|Vf (neutral lipid)-WS,Organism|Muscle|Vf (neutral phospholipid)-RR,"Organism|Muscle|Vf (neutral phospholipid, plasma)-WS",Organism|Muscle|Vf (extracellular water)-RR,Organism|Muscle|Vf (protein)-WS,Organism|Muscle|Vf (intracellular water)-RR,Organism|Muscle|Vf (water)-WS,Organism|Muscle|Specific blood flow rate [l/min/kg organ],Organism|Pancreas|Volume [l],Organism|Pancreas|Specific blood flow rate [l/min/kg organ],Organism|PortalVein|Volume [l],Organism|Skin|Volume [l],Organism|Skin|Specific blood flow rate [l/min/kg organ],Organism|Spleen|Volume [l],Organism|Spleen|Specific blood flow rate [l/min/kg organ]
49,UNKNOWN,Rat,Rat,0.216612042,1,1,0.45,1,1,0.006429221,0.002795314,0.160337532,0.01502553,0.001616671,0.784313529,0.009509829,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002377457,0.192,0.000760786,4.89583375,0.002187261,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001046081,1.030302727,268,0.004754915,0.5,810,0.00207029,2.296738631,0.009795124,0.194174757,0.000950983,0.626,0.116019919,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001236278,0.397436154,0.001426474,0.038039318,0.145833325,0.00057059,1.055555
50,UNKNOWN,Rat,Rat,0.2568534,1,1,0.45,1,1,0.007623617,0.003314616,0.160337532,0.017816916,0.00191701,0.784313529,0.011276529,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002819132,0.192,0.000902122,4.89583375,0.002593602,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001240418,1.030302727,268,0.005638265,0.5,810,0.0024549,2.296738631,0.011614825,0.194174757,0.001127653,0.626,0.137573657,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001465949,0.397436154,0.001691479,0.045106117,0.145833325,0.000676592,1.055555
51,UNKNOWN,Rat,Rat,0.276368169,1,1,0.45,1,1,0.008202831,0.003566448,0.160337532,0.019170579,0.002062657,0.784313529,0.012133278,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00303332,0.192,0.000970662,4.89583375,0.002790654,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001334661,1.030302727,268,0.006066639,0.5,810,0.002641415,2.296738631,0.012497276,0.194174757,0.001213328,0.626,0.148025993,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001577326,0.397436154,0.001819992,0.048533112,0.145833325,0.000727997,1.055555
52,UNKNOWN,Rat,Rat,0.299817039,1,1,0.45,1,1,0.008898813,0.003869049,0.160337532,0.020797136,0.002237667,0.784313529,0.013162744,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003290686,0.192,0.00105302,4.89583375,0.003027431,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001447902,1.030302727,268,0.006581372,0.5,810,0.002865529,2.296738631,0.013557627,0.194174757,0.001316274,0.626,0.16058548,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001711157,0.397436154,0.001974412,0.052650977,0.145833325,0.000789765,1.055555
53,UNKNOWN,Rat,Rat,0.279632383,1,1,0.45,1,1,0.008299716,0.003608572,0.160337532,0.019397005,0.00208702,0.784313529,0.012276586,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003069146,0.192,0.000982127,4.89583375,0.002823615,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001350424,1.030302727,268,0.006138293,0.5,810,0.002672613,2.296738631,0.012644883,0.194174757,0.001227659,0.626,0.149774344,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001595956,0.397436154,0.001841488,0.049106342,0.145833325,0.000736595,1.055555
54,UNKNOWN,Rat,Rat,0.262695797,1,1,0.45,1,1,0.007797024,0.003390011,0.160337532,0.01822218,0.001960614,0.784313529,0.011533026,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002883256,0.192,0.000922642,4.89583375,0.002652596,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001268633,1.030302727,268,0.005766513,0.5,810,0.00251074,2.296738631,0.011879016,0.194174757,0.001153303,0.626,0.140702912,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001499293,0.397436154,0.001729954,0.046132102,0.145833325,0.000691982,1.055555
55,UNKNOWN,Rat,Rat,0.230170877,1,1,0.45,1,1,0.006831658,0.002970286,0.160337532,0.015966054,0.001717867,0.784313529,0.010105097,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002526274,0.192,0.000808408,4.89583375,0.002324172,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001111561,1.030302727,268,0.005052549,0.5,810,0.00219988,2.296738631,0.01040825,0.194174757,0.00101051,0.626,0.123282188,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001313663,0.397436154,0.001515765,0.04042039,0.145833325,0.000606306,1.055555
56,UNKNOWN,Rat,Rat,0.280827891,1,1,0.45,1,1,0.008335199,0.003624,0.160337532,0.019479933,0.002095942,0.784313529,0.012329071,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003082268,0.192,0.000986326,4.89583375,0.002835686,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001356198,1.030302727,268,0.006164536,0.5,810,0.002684039,2.296738631,0.012698944,0.194174757,0.001232907,0.626,0.150414672,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001602779,0.397436154,0.001849361,0.049316286,0.145833325,0.000739744,1.055555
57,UNKNOWN,Rat,Rat,0.277022168,1,1,0.45,1,1,0.008222243,0.003574888,0.160337532,0.019215945,0.002067538,0.784313529,0.01216199,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003040498,0.192,0.000972959,4.89583375,0.002797258,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001337819,1.030302727,268,0.006080995,0.5,810,0.002647665,2.296738631,0.01252685,0.194174757,0.001216199,0.626,0.148376283,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001581059,0.397436154,0.001824299,0.048647961,0.145833325,0.000729719,1.055555
58,UNKNOWN,Rat,Rat,0.2710647,1,1,0.45,1,1,0.00804542,0.003498009,0.160337532,0.018802698,0.002023075,0.784313529,0.011900442,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002975111,0.192,0.000952035,4.89583375,0.002737102,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001309049,1.030302727,268,0.005950221,0.5,810,0.002590726,2.296738631,0.012257455,0.194174757,0.001190044,0.626,0.145185393,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001547057,0.397436154,0.001785066,0.047601768,0.145833325,0.000714027,1.055555
59,UNKNOWN,Rat,Rat,0.279259558,1,1,0.45,1,1,0.00828865,0.003603761,0.160337532,0.019371144,0.002084237,0.784313529,0.012260218,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003065054,0.192,0.000980817,4.89583375,0.00281985,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001348624,1.030302727,268,0.006130109,0.5,810,0.002669049,2.296738631,0.012628024,0.194174757,0.001226022,0.626,0.149574655,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001593828,0.397436154,0.001839033,0.04904087,0.145833325,0.000735613,1.055555
60,UNKNOWN,Rat,Rat,0.285560095,1,1,0.45,1,1,0.008475655,0.003685068,0.160337532,0.019808187,0.002131261,0.784313529,0.012536827,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003134207,0.192,0.001002946,4.89583375,0.00288347,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001379051,1.030302727,268,0.006268414,0.5,810,0.002729267,2.296738631,0.012912932,0.194174757,0.001253683,0.626,0.152949295,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001629788,0.397436154,0.001880524,0.05014731,0.145833325,0.00075221,1.055555
61,UNKNOWN,Rat,Rat,0.261746148,1,1,0.45,1,1,0.007768838,0.003377756,0.160337532,0.018156307,0.001953527,0.784313529,0.011491334,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002872833,0.192,0.000919307,4.89583375,0.002643007,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001264047,1.030302727,268,0.005745667,0.5,810,0.002501663,2.296738631,0.011836074,0.194174757,0.001149133,0.626,0.140194269,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001493873,0.397436154,0.0017237,0.045965334,0.145833325,0.00068948,1.055555
62,UNKNOWN,Rat,Rat,0.243392165,1,1,0.45,1,1,0.007224077,0.003140903,0.160337532,0.016883163,0.001816543,0.784313529,0.010685546,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002671387,0.192,0.000854844,4.89583375,0.002457676,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.00117541,1.030302727,268,0.005342773,0.5,810,0.002326243,2.296738631,0.011006113,0.194174757,0.001068555,0.626,0.130363663,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001389121,0.397436154,0.001602832,0.042742185,0.145833325,0.000641133,1.055555
63,UNKNOWN,Rat,Rat,0.200150101,1,1,0.45,1,1,0.005940617,0.002582877,0.160337532,0.01388363,0.001493808,0.784313529,0.008787108,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002196777,0.192,0.000702969,4.89583375,0.002021035,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.000966582,1.030302727,268,0.004393554,0.5,810,0.001912953,2.296738631,0.009050721,0.194174757,0.000878711,0.626,0.107202713,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001142324,0.397436154,0.001318066,0.03514843,0.145833325,0.000527226,1.055555
64,UNKNOWN,Rat,Rat,0.243946449,1,1,0.45,1,1,0.007240528,0.003148056,0.160337532,0.016921611,0.00182068,0.784313529,0.010709881,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00267747,0.192,0.00085679,4.89583375,0.002463273,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001178087,1.030302727,268,0.00535494,0.5,810,0.002331541,2.296738631,0.011031177,0.194174757,0.001070988,0.626,0.130660544,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001392284,0.397436154,0.001606482,0.042839523,0.145833325,0.000642593,1.055555
65,UNKNOWN,Rat,Rat,0.252574052,1,1,0.45,1,1,0.007496603,0.003259393,0.160337532,0.017520075,0.001885071,0.784313529,0.011088655,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002772164,0.192,0.000887092,4.89583375,0.002550391,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001219752,1.030302727,268,0.005544327,0.5,810,0.002414,2.296738631,0.011421314,0.194174757,0.001108865,0.626,0.135281588,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001441525,0.397436154,0.001663298,0.044354619,0.145833325,0.000665319,1.055555
66,UNKNOWN,Rat,Rat,0.243427093,1,1,0.45,1,1,0.007225113,0.003141354,0.160337532,0.016885586,0.001816804,0.784313529,0.01068708,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00267177,0.192,0.000854966,4.89583375,0.002458028,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001175579,1.030302727,268,0.00534354,0.5,810,0.002326577,2.296738631,0.011007692,0.194174757,0.001068708,0.626,0.130382371,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.00138932,0.397436154,0.001603062,0.042748318,0.145833325,0.000641225,1.055555
67,UNKNOWN,Rat,Rat,0.292539272,1,1,0.45,1,1,0.008682803,0.003775132,0.160337532,0.020292306,0.002183349,0.784313529,0.012843231,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003210808,0.192,0.001027459,4.89583375,0.002953943,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001412755,1.030302727,268,0.006421616,0.5,810,0.002795971,2.296738631,0.013228528,0.194174757,0.001284323,0.626,0.156687423,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.00166962,0.397436154,0.001926485,0.051372926,0.145833325,0.000770594,1.055555
68,UNKNOWN,Rat,Rat,0.283712385,1,1,0.45,1,1,0.008420814,0.003661223,0.160337532,0.019680019,0.00211747,0.784313529,0.012455708,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003113927,0.192,0.000996457,4.89583375,0.002864813,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001370128,1.030302727,268,0.006227854,0.5,810,0.002711608,2.296738631,0.012829379,0.194174757,0.001245571,0.626,0.15195964,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001619242,0.397436154,0.001868356,0.049822833,0.145833325,0.000747342,1.055555
69,UNKNOWN,Rat,Rat,0.292074286,1,1,0.45,1,1,0.008669002,0.003769131,0.160337532,0.020260051,0.002179879,0.784313529,0.012822817,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003205704,0.192,0.001025825,4.89583375,0.002949248,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.00141051,1.030302727,268,0.006411409,0.5,810,0.002791527,2.296738631,0.013207502,0.194174757,0.001282282,0.626,0.156438371,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001666966,0.397436154,0.001923423,0.051291269,0.145833325,0.000769369,1.055555
70,UNKNOWN,Rat,Rat,0.263915683,1,1,0.45,1,1,0.007833231,0.003405753,0.160337532,0.018306799,0.001969719,0.784313529,0.011586582,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002896645,0.192,0.000926927,4.89583375,0.002664914,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001274524,1.030302727,268,0.005793291,0.5,810,0.002522399,2.296738631,0.011934179,0.194174757,0.001158658,0.626,0.141356297,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001506256,0.397436154,0.001737987,0.046346327,0.145833325,0.000695195,1.055555
71,UNKNOWN,Rat,Rat,0.227590842,1,1,0.45,1,1,0.006755081,0.002936992,0.160337532,0.015787087,0.001698611,0.784313529,0.009991827,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002497957,0.192,0.000799346,4.89583375,0.00229812,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001099101,1.030302727,268,0.004995914,0.5,810,0.002175221,2.296738631,0.010291582,0.194174757,0.000999183,0.626,0.121900292,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001298938,0.397436154,0.001498774,0.039967309,0.145833325,0.00059951,1.055555
72,UNKNOWN,Rat,Rat,0.235958057,1,1,0.45,1,1,0.007003426,0.003044968,0.160337532,0.016367488,0.001761059,0.784313529,0.01035917,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002589792,0.192,0.000828734,4.89583375,0.002382609,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001139509,1.030302727,268,0.005179585,0.5,810,0.002255191,2.296738631,0.010669945,0.194174757,0.001035917,0.626,0.126381869,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001346692,0.397436154,0.001553875,0.041436678,0.145833325,0.00062155,1.055555
73,UNKNOWN,Rat,Rat,0.230176018,1,1,0.45,1,1,0.006831811,0.002970353,0.160337532,0.01596641,0.001717905,0.784313529,0.010105323,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002526331,0.192,0.000808426,4.89583375,0.002324224,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001111586,1.030302727,268,0.005052662,0.5,810,0.002199929,2.296738631,0.010408483,0.194174757,0.001010532,0.626,0.123284942,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001313692,0.397436154,0.001515798,0.040421292,0.145833325,0.000606319,1.055555
74,UNKNOWN,Rat,Rat,0.235447601,1,1,0.45,1,1,0.006988276,0.003038381,0.160337532,0.01633208,0.001757249,0.784313529,0.010336759,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00258419,0.192,0.000826941,4.89583375,0.002377455,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001137044,1.030302727,268,0.00516838,0.5,810,0.002250312,2.296738631,0.010646862,0.194174757,0.001033676,0.626,0.126108463,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001343779,0.397436154,0.001550514,0.041347037,0.145833325,0.000620206,1.055555
75,UNKNOWN,Rat,Rat,0.221240384,1,1,0.45,1,1,0.006566594,0.002855041,0.160337532,0.015346581,0.001651214,0.784313529,0.009713026,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002428256,0.192,0.000777042,4.89583375,0.002233996,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001068433,1.030302727,268,0.004856513,0.5,810,0.002114526,2.296738631,0.010004416,0.194174757,0.000971303,0.626,0.118498913,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001262693,0.397436154,0.001456954,0.038852103,0.145833325,0.000582782,1.055555
